seed,economy,supplier,shock_allocation
2056,Germany,China,0.25
2056,Germany,Australia,0.0
2056,Germany,Chile,0.0
2056,Germany,Argentina,0.0
2056,Germany,DR Congo,0.0
2056,Germany,Indonesia,0.0
2056,Germany,Russia,0.0
2056,Germany,United States,0.0
2056,Germany,Brazil,0.0
2056,Germany,South Africa,0.0
2056,Germany,Peru,0.0
2056,Germany,Canada,0.0
2056,Germany,Others,0.0
2056,Italy,China,0.25
2056,Italy,Australia,0.0
2056,Italy,Chile,0.0
2056,Italy,Argentina,0.0
2056,Italy,DR Congo,0.0
2056,Italy,Indonesia,0.0
2056,Italy,Russia,0.0
2056,Italy,United States,0.0
2056,Italy,Brazil,0.0
2056,Italy,South Africa,0.0
2056,Italy,Peru,0.0
2056,Italy,Canada,0.0
2056,Italy,Others,0.0
2056,Netherlands,China,0.25
2056,Netherlands,Australia,0.0
2056,Netherlands,Chile,0.0
2056,Netherlands,Argentina,0.0
2056,Netherlands,DR Congo,0.0
2056,Netherlands,Indonesia,0.0
2056,Netherlands,Russia,0.0
2056,Netherlands,United States,0.0
2056,Netherlands,Brazil,0.0
2056,Netherlands,South Africa,0.0
2056,Netherlands,Peru,0.0
2056,Netherlands,Canada,0.0
2056,Netherlands,Others,0.0
2056,Spain,China,0.25
2056,Spain,Australia,0.0
2056,Spain,Chile,0.0
2056,Spain,Argentina,0.0
2056,Spain,DR Congo,0.0
2056,Spain,Indonesia,0.0
2056,Spain,Russia,0.0
2056,Spain,United States,0.0
2056,Spain,Brazil,0.0
2056,Spain,South Africa,0.0
2056,Spain,Peru,0.0
2056,Spain,Canada,0.0
2056,Spain,Others,0.0
2057,France,China,0.25
2057,France,Australia,0.0
2057,France,Chile,0.0
2057,France,Argentina,0.0
2057,France,DR Congo,0.0
2057,France,Indonesia,0.0
2057,France,Russia,0.0
2057,France,United States,0.0
2057,France,Brazil,0.0
2057,France,South Africa,0.0
2057,France,Peru,0.0
2057,France,Canada,0.0
2057,France,Others,0.0
2057,Germany,China,0.25
2057,Germany,Australia,0.0
2057,Germany,Chile,0.0
2057,Germany,Argentina,0.0
2057,Germany,DR Congo,0.0
2057,Germany,Indonesia,0.0
2057,Germany,Russia,0.0
2057,Germany,United States,0.0
2057,Germany,Brazil,0.0
2057,Germany,South Africa,0.0
2057,Germany,Peru,0.0
2057,Germany,Canada,0.0
2057,Germany,Others,0.0
2057,Italy,China,0.25
2057,Italy,Australia,0.0
2057,Italy,Chile,0.0
2057,Italy,Argentina,0.0
2057,Italy,DR Congo,0.0
2057,Italy,Indonesia,0.0
2057,Italy,Russia,0.0
2057,Italy,United States,0.0
2057,Italy,Brazil,0.0
2057,Italy,South Africa,0.0
2057,Italy,Peru,0.0
2057,Italy,Canada,0.0
2057,Italy,Others,0.0
2057,Netherlands,China,0.25
2057,Netherlands,Australia,0.0
2057,Netherlands,Chile,0.0
2057,Netherlands,Argentina,0.0
2057,Netherlands,DR Congo,0.0
2057,Netherlands,Indonesia,0.0
2057,Netherlands,Russia,0.0
2057,Netherlands,United States,0.0
2057,Netherlands,Brazil,0.0
2057,Netherlands,South Africa,0.0
2057,Netherlands,Peru,0.0
2057,Netherlands,Canada,0.0
2057,Netherlands,Others,0.0
2057,Spain,China,0.25
2057,Spain,Australia,0.0
2057,Spain,Chile,0.0
2057,Spain,Argentina,0.0
2057,Spain,DR Congo,0.0
2057,Spain,Indonesia,0.0
2057,Spain,Russia,0.0
2057,Spain,United States,0.0
2057,Spain,Brazil,0.0
2057,Spain,South Africa,0.0
2057,Spain,Peru,0.0
2057,Spain,Canada,0.0
2057,Spain,Others,0.0
2058,France,China,0.25
2058,France,Australia,0.0
2058,France,Chile,0.0
2058,France,Argentina,0.0
2058,France,DR Congo,0.0
2058,France,Indonesia,0.0
2058,France,Russia,0.0
2058,France,United States,0.0
2058,France,Brazil,0.0
2058,France,South Africa,0.0
2058,France,Peru,0.0
2058,France,Canada,0.0
2058,France,Others,0.0
2058,Germany,China,0.25
2058,Germany,Australia,0.0
2058,Germany,Chile,0.0
2058,Germany,Argentina,0.0
2058,Germany,DR Congo,0.0
2058,Germany,Indonesia,0.0
2058,Germany,Russia,0.0
2058,Germany,United States,0.0
2058,Germany,Brazil,0.0
2058,Germany,South Africa,0.0
2058,Germany,Peru,0.0
2058,Germany,Canada,0.0
2058,Germany,Others,0.0
2058,Italy,China,0.25
2058,Italy,Australia,0.0
2058,Italy,Chile,0.0
2058,Italy,Argentina,0.0
2058,Italy,DR Congo,0.0
2058,Italy,Indonesia,0.0
2058,Italy,Russia,0.0
2058,Italy,United States,0.0
2058,Italy,Brazil,0.0
2058,Italy,South Africa,0.0
2058,Italy,Peru,0.0
2058,Italy,Canada,0.0
2058,Italy,Others,0.0
2058,Netherlands,China,0.25
2058,Netherlands,Australia,0.0
2058,Netherlands,Chile,0.0
2058,Netherlands,Argentina,0.0
2058,Netherlands,DR Congo,0.0
2058,Netherlands,Indonesia,0.0
2058,Netherlands,Russia,0.0
2058,Netherlands,United States,0.0
2058,Netherlands,Brazil,0.0
2058,Netherlands,South Africa,0.0
2058,Netherlands,Peru,0.0
2058,Netherlands,Canada,0.0
2058,Netherlands,Others,0.0
2058,Spain,China,0.25
2058,Spain,Australia,0.0
2058,Spain,Chile,0.0
2058,Spain,Argentina,0.0
2058,Spain,DR Congo,0.0
2058,Spain,Indonesia,0.0
2058,Spain,Russia,0.0
2058,Spain,United States,0.0
2058,Spain,Brazil,0.0
2058,Spain,South Africa,0.0
2058,Spain,Peru,0.0
2058,Spain,Canada,0.0
2058,Spain,Others,0.0
2059,France,China,0.25
2059,France,Australia,0.0
2059,France,Chile,0.0
2059,France,Argentina,0.0
2059,France,DR Congo,0.0
2059,France,Indonesia,0.0
2059,France,Russia,0.0
2059,France,United States,0.0
2059,France,Brazil,0.0
2059,France,South Africa,0.0
2059,France,Peru,0.0
2059,France,Canada,0.0
2059,France,Others,0.0
2059,Germany,China,0.25
2059,Germany,Australia,0.0
2059,Germany,Chile,0.0
2059,Germany,Argentina,0.0
2059,Germany,DR Congo,0.0
2059,Germany,Indonesia,0.0
2059,Germany,Russia,0.0
2059,Germany,United States,0.0
2059,Germany,Brazil,0.0
2059,Germany,South Africa,0.0
2059,Germany,Peru,0.0
2059,Germany,Canada,0.0
2059,Germany,Others,0.0
2059,Italy,China,0.25
2059,Italy,Australia,0.0
2059,Italy,Chile,0.0
2059,Italy,Argentina,0.0
2059,Italy,DR Congo,0.0
2059,Italy,Indonesia,0.0
2059,Italy,Russia,0.0
2059,Italy,United States,0.0
2059,Italy,Brazil,0.0
2059,Italy,South Africa,0.0
2059,Italy,Peru,0.0
2059,Italy,Canada,0.0
2059,Italy,Others,0.0
2059,Netherlands,China,0.25
2059,Netherlands,Australia,0.0
2059,Netherlands,Chile,0.0
2059,Netherlands,Argentina,0.0
2059,Netherlands,DR Congo,0.0
2059,Netherlands,Indonesia,0.0
2059,Netherlands,Russia,0.0
2059,Netherlands,United States,0.0
2059,Netherlands,Brazil,0.0
2059,Netherlands,South Africa,0.0
2059,Netherlands,Peru,0.0
2059,Netherlands,Canada,0.0
2059,Netherlands,Others,0.0
2059,Spain,China,0.25
2059,Spain,Australia,0.0
2059,Spain,Chile,0.0
2059,Spain,Argentina,0.0
2059,Spain,DR Congo,0.0
2059,Spain,Indonesia,0.0
2059,Spain,Russia,0.0
2059,Spain,United States,0.0
2059,Spain,Brazil,0.0
2059,Spain,South Africa,0.0
2059,Spain,Peru,0.0
2059,Spain,Canada,0.0
2059,Spain,Others,0.0
2060,France,China,0.25
2060,France,Australia,0.0
2060,France,Chile,0.0
2060,France,Argentina,0.0
2060,France,DR Congo,0.0
2060,France,Indonesia,0.0
2060,France,Russia,0.0
2060,France,United States,0.0
2060,France,Brazil,0.0
2060,France,South Africa,0.0
2060,France,Peru,0.0
2060,France,Canada,0.0
2060,France,Others,0.0
2060,Germany,China,0.25
2060,Germany,Australia,0.0
2060,Germany,Chile,0.0
2060,Germany,Argentina,0.0
2060,Germany,DR Congo,0.0
2060,Germany,Indonesia,0.0
2060,Germany,Russia,0.0
2060,Germany,United States,0.0
2060,Germany,Brazil,0.0
2060,Germany,South Africa,0.0
2060,Germany,Peru,0.0
2060,Germany,Canada,0.0
2060,Germany,Others,0.0
2060,Italy,China,0.25
2060,Italy,Australia,0.0
2060,Italy,Chile,0.0
2060,Italy,Argentina,0.0
2060,Italy,DR Congo,0.0
2060,Italy,Indonesia,0.0
2060,Italy,Russia,0.0
2060,Italy,United States,0.0
2060,Italy,Brazil,0.0
2060,Italy,South Africa,0.0
2060,Italy,Peru,0.0
2060,Italy,Canada,0.0
2060,Italy,Others,0.0
2060,Netherlands,China,0.25
2060,Netherlands,Australia,0.0
2060,Netherlands,Chile,0.0
2060,Netherlands,Argentina,0.0
2060,Netherlands,DR Congo,0.0
2060,Netherlands,Indonesia,0.0
2060,Netherlands,Russia,0.0
2060,Netherlands,United States,0.0
2060,Netherlands,Brazil,0.0
2060,Netherlands,South Africa,0.0
2060,Netherlands,Peru,0.0
2060,Netherlands,Canada,0.0
2060,Netherlands,Others,0.0
2060,Spain,China,0.25
2060,Spain,Australia,0.0
2060,Spain,Chile,0.0
2060,Spain,Argentina,0.0
2060,Spain,DR Congo,0.0
2060,Spain,Indonesia,0.0
2060,Spain,Russia,0.0
2060,Spain,United States,0.0
2060,Spain,Brazil,0.0
2060,Spain,South Africa,0.0
2060,Spain,Peru,0.0
2060,Spain,Canada,0.0
2060,Spain,Others,0.0
2061,France,China,0.25
2061,France,Australia,0.0
2061,France,Chile,0.0
2061,France,Argentina,0.0
2061,France,DR Congo,0.0
2061,France,Indonesia,0.0
2061,France,Russia,0.0
2061,France,United States,0.0
2061,France,Brazil,0.0
2061,France,South Africa,0.0
2061,France,Peru,0.0
2061,France,Canada,0.0
2061,France,Others,0.0
2061,Germany,China,0.25
2061,Germany,Australia,0.0
2061,Germany,Chile,0.0
2061,Germany,Argentina,0.0
2061,Germany,DR Congo,0.0
2061,Germany,Indonesia,0.0
2061,Germany,Russia,0.0
2061,Germany,United States,0.0
2061,Germany,Brazil,0.0
2061,Germany,South Africa,0.0
2061,Germany,Peru,0.0
2061,Germany,Canada,0.0
2061,Germany,Others,0.0
2061,Italy,China,0.25
2061,Italy,Australia,0.0
2061,Italy,Chile,0.0
2061,Italy,Argentina,0.0
2061,Italy,DR Congo,0.0
2061,Italy,Indonesia,0.0
2061,Italy,Russia,0.0
2061,Italy,United States,0.0
2061,Italy,Brazil,0.0
2061,Italy,South Africa,0.0
2061,Italy,Peru,0.0
2061,Italy,Canada,0.0
2061,Italy,Others,0.0
2061,Netherlands,China,0.25
2061,Netherlands,Australia,0.0
2061,Netherlands,Chile,0.0
2061,Netherlands,Argentina,0.0
2061,Netherlands,DR Congo,0.0
2061,Netherlands,Indonesia,0.0
2061,Netherlands,Russia,0.0
2061,Netherlands,United States,0.0
2061,Netherlands,Brazil,0.0
2061,Netherlands,South Africa,0.0
2061,Netherlands,Peru,0.0
2061,Netherlands,Canada,0.0
2061,Netherlands,Others,0.0
2061,Spain,China,0.25
2061,Spain,Australia,0.0
2061,Spain,Chile,0.0
2061,Spain,Argentina,0.0
2061,Spain,DR Congo,0.0
2061,Spain,Indonesia,0.0
2061,Spain,Russia,0.0
2061,Spain,United States,0.0
2061,Spain,Brazil,0.0
2061,Spain,South Africa,0.0
2061,Spain,Peru,0.0
2061,Spain,Canada,0.0
2061,Spain,Others,0.0
2062,France,China,0.25
2062,France,Australia,0.0
2062,France,Chile,0.0
2062,France,Argentina,0.0
2062,France,DR Congo,0.0
2062,France,Indonesia,0.0
2062,France,Russia,0.0
2062,France,United States,0.0
2062,France,Brazil,0.0
2062,France,South Africa,0.0
2062,France,Peru,0.0
2062,France,Canada,0.0
2062,France,Others,0.0
2062,Germany,China,0.25
2062,Germany,Australia,0.0
2062,Germany,Chile,0.0
2062,Germany,Argentina,0.0
2062,Germany,DR Congo,0.0
2062,Germany,Indonesia,0.0
2062,Germany,Russia,0.0
2062,Germany,United States,0.0
2062,Germany,Brazil,0.0
2062,Germany,South Africa,0.0
2062,Germany,Peru,0.0
2062,Germany,Canada,0.0
2062,Germany,Others,0.0
2062,Italy,China,0.25
2062,Italy,Australia,0.0
2062,Italy,Chile,0.0
2062,Italy,Argentina,0.0
2062,Italy,DR Congo,0.0
2062,Italy,Indonesia,0.0
2062,Italy,Russia,0.0
2062,Italy,United States,0.0
2062,Italy,Brazil,0.0
2062,Italy,South Africa,0.0
2062,Italy,Peru,0.0
2062,Italy,Canada,0.0
2062,Italy,Others,0.0
2062,Netherlands,China,0.25
2062,Netherlands,Australia,0.0
2062,Netherlands,Chile,0.0
2062,Netherlands,Argentina,0.0
2062,Netherlands,DR Congo,0.0
2062,Netherlands,Indonesia,0.0
2062,Netherlands,Russia,0.0
2062,Netherlands,United States,0.0
2062,Netherlands,Brazil,0.0
2062,Netherlands,South Africa,0.0
2062,Netherlands,Peru,0.0
2062,Netherlands,Canada,0.0
2062,Netherlands,Others,0.0
2062,Spain,China,0.25
2062,Spain,Australia,0.0
2062,Spain,Chile,0.0
2062,Spain,Argentina,0.0
2062,Spain,DR Congo,0.0
2062,Spain,Indonesia,0.0
2062,Spain,Russia,0.0
2062,Spain,United States,0.0
2062,Spain,Brazil,0.0
2062,Spain,South Africa,0.0
2062,Spain,Peru,0.0
2062,Spain,Canada,0.0
2062,Spain,Others,0.0
2063,France,China,0.25
2063,France,Australia,0.0
2063,France,Chile,0.0
2063,France,Argentina,0.0
2063,France,DR Congo,0.0
2063,France,Indonesia,0.0
2063,France,Russia,0.0
2063,France,United States,0.0
2063,France,Brazil,0.0
2063,France,South Africa,0.0
2063,France,Peru,0.0
2063,France,Canada,0.0
2063,France,Others,0.0
2063,Germany,China,0.25
2063,Germany,Australia,0.0
2063,Germany,Chile,0.0
2063,Germany,Argentina,0.0
2063,Germany,DR Congo,0.0
2063,Germany,Indonesia,0.0
2063,Germany,Russia,0.0
2063,Germany,United States,0.0
2063,Germany,Brazil,0.0
2063,Germany,South Africa,0.0
2063,Germany,Peru,0.0
2063,Germany,Canada,0.0
2063,Germany,Others,0.0
2063,Italy,China,0.25
2063,Italy,Australia,0.0
2063,Italy,Chile,0.0
2063,Italy,Argentina,0.0
2063,Italy,DR Congo,0.0
2063,Italy,Indonesia,0.0
2063,Italy,Russia,0.0
2063,Italy,United States,0.0
2063,Italy,Brazil,0.0
2063,Italy,South Africa,0.0
2063,Italy,Peru,0.0
2063,Italy,Canada,0.0
2063,Italy,Others,0.0
2063,Netherlands,China,0.25
2063,Netherlands,Australia,0.0
2063,Netherlands,Chile,0.0
2063,Netherlands,Argentina,0.0
2063,Netherlands,DR Congo,0.0
2063,Netherlands,Indonesia,0.0
2063,Netherlands,Russia,0.0
2063,Netherlands,United States,0.0
2063,Netherlands,Brazil,0.0
2063,Netherlands,South Africa,0.0
2063,Netherlands,Peru,0.0
2063,Netherlands,Canada,0.0
2063,Netherlands,Others,0.0
2063,Spain,China,0.25
2063,Spain,Australia,0.0
2063,Spain,Chile,0.0
2063,Spain,Argentina,0.0
2063,Spain,DR Congo,0.0
2063,Spain,Indonesia,0.0
2063,Spain,Russia,0.0
2063,Spain,United States,0.0
2063,Spain,Brazil,0.0
2063,Spain,South Africa,0.0
2063,Spain,Peru,0.0
2063,Spain,Canada,0.0
2063,Spain,Others,0.0
2064,France,China,0.25
2064,France,Australia,0.0
2064,France,Chile,0.0
2064,France,Argentina,0.0
2064,France,DR Congo,0.0
2064,France,Indonesia,0.0
2064,France,Russia,0.0
2064,France,United States,0.0
2064,France,Brazil,0.0
2064,France,South Africa,0.0
2064,France,Peru,0.0
2064,France,Canada,0.0
2064,France,Others,0.0
2064,Germany,China,0.25
2064,Germany,Australia,0.0
2064,Germany,Chile,0.0
2064,Germany,Argentina,0.0
2064,Germany,DR Congo,0.0
2064,Germany,Indonesia,0.0
2064,Germany,Russia,0.0
2064,Germany,United States,0.0
2064,Germany,Brazil,0.0
2064,Germany,South Africa,0.0
2064,Germany,Peru,0.0
2064,Germany,Canada,0.0
2064,Germany,Others,0.0
2064,Italy,China,0.25
2064,Italy,Australia,0.0
2064,Italy,Chile,0.0
2064,Italy,Argentina,0.0
2064,Italy,DR Congo,0.0
2064,Italy,Indonesia,0.0
2064,Italy,Russia,0.0
2064,Italy,United States,0.0
2064,Italy,Brazil,0.0
2064,Italy,South Africa,0.0
2064,Italy,Peru,0.0
2064,Italy,Canada,0.0
2064,Italy,Others,0.0
2064,Netherlands,China,0.25
2064,Netherlands,Australia,0.0
2064,Netherlands,Chile,0.0
2064,Netherlands,Argentina,0.0
2064,Netherlands,DR Congo,0.0
2064,Netherlands,Indonesia,0.0
2064,Netherlands,Russia,0.0
2064,Netherlands,United States,0.0
2064,Netherlands,Brazil,0.0
2064,Netherlands,South Africa,0.0
2064,Netherlands,Peru,0.0
2064,Netherlands,Canada,0.0
2064,Netherlands,Others,0.0
2064,Spain,China,0.25
2064,Spain,Australia,0.0
2064,Spain,Chile,0.0
2064,Spain,Argentina,0.0
2064,Spain,DR Congo,0.0
2064,Spain,Indonesia,0.0
2064,Spain,Russia,0.0
2064,Spain,United States,0.0
2064,Spain,Brazil,0.0
2064,Spain,South Africa,0.0
2064,Spain,Peru,0.0
2064,Spain,Canada,0.0
2064,Spain,Others,0.0
2065,France,China,0.25
2065,France,Australia,0.0
2065,France,Chile,0.0
2065,France,Argentina,0.0
2065,France,DR Congo,0.0
2065,France,Indonesia,0.0
2065,France,Russia,0.0
2065,France,United States,0.0
2065,France,Brazil,0.0
2065,France,South Africa,0.0
2065,France,Peru,0.0
2065,France,Canada,0.0
2065,France,Others,0.0
2065,Germany,China,0.25
2065,Germany,Australia,0.0
2065,Germany,Chile,0.0
2065,Germany,Argentina,0.0
2065,Germany,DR Congo,0.0
2065,Germany,Indonesia,0.0
2065,Germany,Russia,0.0
2065,Germany,United States,0.0
2065,Germany,Brazil,0.0
2065,Germany,South Africa,0.0
2065,Germany,Peru,0.0
2065,Germany,Canada,0.0
2065,Germany,Others,0.0
2065,Italy,China,0.25
2065,Italy,Australia,0.0
2065,Italy,Chile,0.0
2065,Italy,Argentina,0.0
2065,Italy,DR Congo,0.0
2065,Italy,Indonesia,0.0
2065,Italy,Russia,0.0
2065,Italy,United States,0.0
2065,Italy,Brazil,0.0
2065,Italy,South Africa,0.0
2065,Italy,Peru,0.0
2065,Italy,Canada,0.0
2065,Italy,Others,0.0
2065,Netherlands,China,0.25
2065,Netherlands,Australia,0.0
2065,Netherlands,Chile,0.0
2065,Netherlands,Argentina,0.0
2065,Netherlands,DR Congo,0.0
2065,Netherlands,Indonesia,0.0
2065,Netherlands,Russia,0.0
2065,Netherlands,United States,0.0
2065,Netherlands,Brazil,0.0
2065,Netherlands,South Africa,0.0
2065,Netherlands,Peru,0.0
2065,Netherlands,Canada,0.0
2065,Netherlands,Others,0.0
2065,Spain,China,0.25
2065,Spain,Australia,0.0
2065,Spain,Chile,0.0
2065,Spain,Argentina,0.0
2065,Spain,DR Congo,0.0
2065,Spain,Indonesia,0.0
2065,Spain,Russia,0.0
2065,Spain,United States,0.0
2065,Spain,Brazil,0.0
2065,Spain,South Africa,0.0
2065,Spain,Peru,0.0
2065,Spain,Canada,0.0
2065,Spain,Others,0.0
2066,France,China,0.25
2066,France,Australia,0.0
2066,France,Chile,0.0
2066,France,Argentina,0.0
2066,France,DR Congo,0.0
2066,France,Indonesia,0.0
2066,France,Russia,0.0
2066,France,United States,0.0
2066,France,Brazil,0.0
2066,France,South Africa,0.0
2066,France,Peru,0.0
2066,France,Canada,0.0
2066,France,Others,0.0
2066,Germany,China,0.25
2066,Germany,Australia,0.0
2066,Germany,Chile,0.0
2066,Germany,Argentina,0.0
2066,Germany,DR Congo,0.0
2066,Germany,Indonesia,0.0
2066,Germany,Russia,0.0
2066,Germany,United States,0.0
2066,Germany,Brazil,0.0
2066,Germany,South Africa,0.0
2066,Germany,Peru,0.0
2066,Germany,Canada,0.0
2066,Germany,Others,0.0
2066,Italy,China,0.25
2066,Italy,Australia,0.0
2066,Italy,Chile,0.0
2066,Italy,Argentina,0.0
2066,Italy,DR Congo,0.0
2066,Italy,Indonesia,0.0
2066,Italy,Russia,0.0
2066,Italy,United States,0.0
2066,Italy,Brazil,0.0
2066,Italy,South Africa,0.0
2066,Italy,Peru,0.0
2066,Italy,Canada,0.0
2066,Italy,Others,0.0
2066,Netherlands,China,0.25
2066,Netherlands,Australia,0.0
2066,Netherlands,Chile,0.0
2066,Netherlands,Argentina,0.0
2066,Netherlands,DR Congo,0.0
2066,Netherlands,Indonesia,0.0
2066,Netherlands,Russia,0.0
2066,Netherlands,United States,0.0
2066,Netherlands,Brazil,0.0
2066,Netherlands,South Africa,0.0
2066,Netherlands,Peru,0.0
2066,Netherlands,Canada,0.0
2066,Netherlands,Others,0.0
2066,Spain,China,0.25
2066,Spain,Australia,0.0
2066,Spain,Chile,0.0
2066,Spain,Argentina,0.0
2066,Spain,DR Congo,0.0
2066,Spain,Indonesia,0.0
2066,Spain,Russia,0.0
2066,Spain,United States,0.0
2066,Spain,Brazil,0.0
2066,Spain,South Africa,0.0
2066,Spain,Peru,0.0
2066,Spain,Canada,0.0
2066,Spain,Others,0.0
2067,France,China,0.25
2067,France,Australia,0.0
2067,France,Chile,0.0
2067,France,Argentina,0.0
2067,France,DR Congo,0.0
2067,France,Indonesia,0.0
2067,France,Russia,0.0
2067,France,United States,0.0
2067,France,Brazil,0.0
2067,France,South Africa,0.0
2067,France,Peru,0.0
2067,France,Canada,0.0
2067,France,Others,0.0
2067,Germany,China,0.25
2067,Germany,Australia,0.0
2067,Germany,Chile,0.0
2067,Germany,Argentina,0.0
2067,Germany,DR Congo,0.0
2067,Germany,Indonesia,0.0
2067,Germany,Russia,0.0
2067,Germany,United States,0.0
2067,Germany,Brazil,0.0
2067,Germany,South Africa,0.0
2067,Germany,Peru,0.0
2067,Germany,Canada,0.0
2067,Germany,Others,0.0
2067,Italy,China,0.25
2067,Italy,Australia,0.0
2067,Italy,Chile,0.0
2067,Italy,Argentina,0.0
2067,Italy,DR Congo,0.0
2067,Italy,Indonesia,0.0
2067,Italy,Russia,0.0
2067,Italy,United States,0.0
2067,Italy,Brazil,0.0
2067,Italy,South Africa,0.0
2067,Italy,Peru,0.0
2067,Italy,Canada,0.0
2067,Italy,Others,0.0
2067,Netherlands,China,0.25
2067,Netherlands,Australia,0.0
2067,Netherlands,Chile,0.0
2067,Netherlands,Argentina,0.0
2067,Netherlands,DR Congo,0.0
2067,Netherlands,Indonesia,0.0
2067,Netherlands,Russia,0.0
2067,Netherlands,United States,0.0
2067,Netherlands,Brazil,0.0
2067,Netherlands,South Africa,0.0
2067,Netherlands,Peru,0.0
2067,Netherlands,Canada,0.0
2067,Netherlands,Others,0.0
2067,Spain,China,0.25
2067,Spain,Australia,0.0
2067,Spain,Chile,0.0
2067,Spain,Argentina,0.0
2067,Spain,DR Congo,0.0
2067,Spain,Indonesia,0.0
2067,Spain,Russia,0.0
2067,Spain,United States,0.0
2067,Spain,Brazil,0.0
2067,Spain,South Africa,0.0
2067,Spain,Peru,0.0
2067,Spain,Canada,0.0
2067,Spain,Others,0.0
2068,France,China,0.25
2068,France,Australia,0.0
2068,France,Chile,0.0
2068,France,Argentina,0.0
2068,France,DR Congo,0.0
2068,France,Indonesia,0.0
2068,France,Russia,0.0
2068,France,United States,0.0
2068,France,Brazil,0.0
2068,France,South Africa,0.0
2068,France,Peru,0.0
2068,France,Canada,0.0
2068,France,Others,0.0
2068,Germany,China,0.25
2068,Germany,Australia,0.0
2068,Germany,Chile,0.0
2068,Germany,Argentina,0.0
2068,Germany,DR Congo,0.0
2068,Germany,Indonesia,0.0
2068,Germany,Russia,0.0
2068,Germany,United States,0.0
2068,Germany,Brazil,0.0
2068,Germany,South Africa,0.0
2068,Germany,Peru,0.0
2068,Germany,Canada,0.0
2068,Germany,Others,0.0
2068,Italy,China,0.25
2068,Italy,Australia,0.0
2068,Italy,Chile,0.0
2068,Italy,Argentina,0.0
2068,Italy,DR Congo,0.0
2068,Italy,Indonesia,0.0
2068,Italy,Russia,0.0
2068,Italy,United States,0.0
2068,Italy,Brazil,0.0
2068,Italy,South Africa,0.0
2068,Italy,Peru,0.0
2068,Italy,Canada,0.0
2068,Italy,Others,0.0
2068,Netherlands,China,0.25
2068,Netherlands,Australia,0.0
2068,Netherlands,Chile,0.0
2068,Netherlands,Argentina,0.0
2068,Netherlands,DR Congo,0.0
2068,Netherlands,Indonesia,0.0
2068,Netherlands,Russia,0.0
2068,Netherlands,United States,0.0
2068,Netherlands,Brazil,0.0
2068,Netherlands,South Africa,0.0
2068,Netherlands,Peru,0.0
2068,Netherlands,Canada,0.0
2068,Netherlands,Others,0.0
2068,Spain,China,0.25
2068,Spain,Australia,0.0
2068,Spain,Chile,0.0
2068,Spain,Argentina,0.0
2068,Spain,DR Congo,0.0
2068,Spain,Indonesia,0.0
2068,Spain,Russia,0.0
2068,Spain,United States,0.0
2068,Spain,Brazil,0.0
2068,Spain,South Africa,0.0
2068,Spain,Peru,0.0
2068,Spain,Canada,0.0
2068,Spain,Others,0.0
2069,France,China,0.25
2069,France,Australia,0.0
2069,France,Chile,0.0
2069,France,Argentina,0.0
2069,France,DR Congo,0.0
2069,France,Indonesia,0.0
2069,France,Russia,0.0
2069,France,United States,0.0
2069,France,Brazil,0.0
2069,France,South Africa,0.0
2069,France,Peru,0.0
2069,France,Canada,0.0
2069,France,Others,0.0
2069,Germany,China,0.25
2069,Germany,Australia,0.0
2069,Germany,Chile,0.0
2069,Germany,Argentina,0.0
2069,Germany,DR Congo,0.0
2069,Germany,Indonesia,0.0
2069,Germany,Russia,0.0
2069,Germany,United States,0.0
2069,Germany,Brazil,0.0
2069,Germany,South Africa,0.0
2069,Germany,Peru,0.0
2069,Germany,Canada,0.0
2069,Germany,Others,0.0
2069,Italy,China,0.25
2069,Italy,Australia,0.0
2069,Italy,Chile,0.0
2069,Italy,Argentina,0.0
2069,Italy,DR Congo,0.0
2069,Italy,Indonesia,0.0
2069,Italy,Russia,0.0
2069,Italy,United States,0.0
2069,Italy,Brazil,0.0
2069,Italy,South Africa,0.0
2069,Italy,Peru,0.0
2069,Italy,Canada,0.0
2069,Italy,Others,0.0
2069,Netherlands,China,0.25
2069,Netherlands,Australia,0.0
2069,Netherlands,Chile,0.0
2069,Netherlands,Argentina,0.0
2069,Netherlands,DR Congo,0.0
2069,Netherlands,Indonesia,0.0
2069,Netherlands,Russia,0.0
2069,Netherlands,United States,0.0
2069,Netherlands,Brazil,0.0
2069,Netherlands,South Africa,0.0
2069,Netherlands,Peru,0.0
2069,Netherlands,Canada,0.0
2069,Netherlands,Others,0.0
2069,Spain,China,0.25
2069,Spain,Australia,0.0
2069,Spain,Chile,0.0
2069,Spain,Argentina,0.0
2069,Spain,DR Congo,0.0
2069,Spain,Indonesia,0.0
2069,Spain,Russia,0.0
2069,Spain,United States,0.0
2069,Spain,Brazil,0.0
2069,Spain,South Africa,0.0
2069,Spain,Peru,0.0
2069,Spain,Canada,0.0
2069,Spain,Others,0.0
2070,France,China,0.25
2070,France,Australia,0.0
2070,France,Chile,0.0
2070,France,Argentina,0.0
2070,France,DR Congo,0.0
2070,France,Indonesia,0.0
2070,France,Russia,0.0
2070,France,United States,0.0
2070,France,Brazil,0.0
2070,France,South Africa,0.0
2070,France,Peru,0.0
2070,France,Canada,0.0
2070,France,Others,0.0
2070,Germany,China,0.25
2070,Germany,Australia,0.0
2070,Germany,Chile,0.0
2070,Germany,Argentina,0.0
2070,Germany,DR Congo,0.0
2070,Germany,Indonesia,0.0
2070,Germany,Russia,0.0
2070,Germany,United States,0.0
